Record_Id,U_Name,U_Id,U_Age,U_Gender,U_IsWorking,U_Time,U_Weekday,U_Weekend,P_Name,P_Id,P_Category,P_Channel,P_Genre,P_SubGenre,P_IsCastFamous,P_Weekend,P_Weekday,P_3MonthSeries,P_3YearSeries,P_Time,P_Rating
8756,User618,618,56,Female,0,Night,1,0,Prg1379,1379,Music,B4U,Gameshow,-,0,0,1,0,0,Night,4
8757,User618,618,56,Female,0,Night,1,0,Prg1407,1407,Kids,nikoledian,Entertainment,-,1,1,1,1,1,Morning,4
8758,User618,618,56,Female,0,Night,1,0,Prg1183,1183,Music,zoom,Request,-,1,0,1,0,0,Evening,4
8759,User618,618,56,Female,0,Night,1,0,Prg1346,1346,Infotainment,Home_Shop_18,Cooking,-,1,1,1,1,1,Night,1
8760,User618,618,56,Female,0,Night,1,0,Prg1217,1217,Movies,Maa_Movies,Film/Sci-Fi,-,0,1,1,1,1,Morning,4
8761,User618,618,56,Female,0,Night,1,0,Prg1257,1257,LifeStyle,Z_Khaana,health_and_well_being,-,0,0,1,1,1,Night,3
8762,User618,618,56,Female,0,Night,1,0,Prg1432,1432,LifeStyle,Turbo,travel,-,1,0,1,1,0,Evening,5
8763,User618,618,56,Female,0,Night,1,0,Prg1117,1117,LifeStyle,Good_Times,culture,-,0,0,1,1,0,Night,3
8764,User618,618,56,Female,0,Night,1,0,Prg1390,1390,Music,Zetc,drama,-,1,1,0,1,1,Evening,4
8765,User618,618,56,Female,0,Night,1,0,Prg1006,1006,Infotainment,Topper,Social,-,0,1,1,1,1,Night,3
8766,User618,618,56,Female,0,Night,1,0,Prg1086,1086,Religious,sanskaar,chat_show,-,1,0,1,0,0,Afternoon,3
8767,User618,618,56,Female,0,Night,1,0,Prg1470,1470,Kids,nikoledian,Education,-,1,1,1,1,0,Morning,1
8768,User618,618,56,Female,0,Night,1,0,Prg1235,1235,Kids,hungama,Entertainment,-,0,0,1,0,0,Evening,3
8769,User618,618,56,Female,0,Night,1,0,Prg1220,1220,GEC,Comedy_Central,Action,-,0,1,0,0,0,Evening,3
8770,User618,618,56,Female,0,Night,1,0,Prg1201,1201,Music,zoom,Gameshow,-,1,1,1,0,0,Night,4
8771,User619,619,45,Female,1,Night,0,1,Prg1285,1285,Kids,cartoon_network,Entertainment,-,1,0,1,1,1,Evening,3
8772,User619,619,45,Female,1,Night,0,1,Prg1465,1465,Movies,Sony_Max,Film/Thriller,-,0,1,1,1,0,Afternoon,5
8773,User619,619,45,Female,1,Night,0,1,Prg1148,1148,GEC,AXN,Comedy,-,0,1,0,1,0,Morning,5
8774,User619,619,45,Female,1,Night,0,1,Prg1031,1031,Infotainment,Discovery_Channel,Education,-,0,0,1,1,1,Evening,2
8775,User619,619,45,Female,1,Night,0,1,Prg1091,1091,Movies,Gemini_Movies,Film/Comedy,-,0,0,1,1,0,Night,3
8776,User619,619,45,Female,1,Night,0,1,Prg1109,1109,Kids,cartoon_network,Film/Telefilm,-,0,1,1,1,1,Afternoon,3
8777,User619,619,45,Female,1,Night,0,1,Prg1236,1236,Sports,Sony_six,martial_Arts,-,0,0,1,1,1,Afternoon,3
8778,User619,619,45,Female,1,Night,0,1,Prg1409,1409,Music,zoom,Filmi,-,0,1,0,0,0,Afternoon,4
8779,User619,619,45,Female,1,Night,0,1,Prg1244,1244,Religious,SVBC,Magazine_programme,-,1,1,0,1,1,Evening,3
8780,User619,619,45,Female,1,Night,0,1,Prg1209,1209,Movies,Sony_Max,Film/crime,-,0,0,1,0,0,Night,4
8781,User619,619,45,Female,1,Night,0,1,Prg1240,1240,Movies,HBO,Film/Horror,-,0,0,1,1,1,Night,3
8782,User619,619,45,Female,1,Night,0,1,Prg1300,1300,LifeStyle,Travel_XP,Cooking,-,0,0,1,1,1,Evening,3
8783,User619,619,45,Female,1,Night,0,1,Prg1397,1397,Infotainment,National_Geographic_Channel,Nature,-,1,1,0,1,1,Evening,4
8784,User619,619,45,Female,1,Night,0,1,Prg1160,1160,Religious,TTD,Magazine_programme,-,0,0,1,1,0,Evening,3
8785,User619,619,45,Female,1,Night,0,1,Prg1223,1223,Religious,TTD,chat_show,-,1,1,0,1,1,Morning,3
8786,User620,620,15,male,0,Morning,0,1,Prg1008,1008,News,N_TV,Market_watch,-,1,1,0,1,0,Night,4
8787,User620,620,15,male,0,Morning,0,1,Prg1132,1132,Infotainment,Care_World,Cooking,-,1,1,1,1,1,Morning,4
8788,User620,620,15,male,0,Morning,0,1,Prg1446,1446,News,TV9,Technology,-,1,1,1,1,0,Morning,5
8789,User620,620,15,male,0,Morning,0,1,Prg1445,1445,Movies,UTV_Movies,Film/Adventure,-,1,0,1,0,0,Morning,5
8790,User620,620,15,male,0,Morning,0,1,Prg1176,1176,Movies,Sony_pix,Film/Comedy,-,0,0,1,1,0,Afternoon,4
8791,User620,620,15,male,0,Morning,0,1,Prg1251,1251,Infotainment,Animal_planet,Technology,-,0,0,1,0,0,Morning,3
8792,User620,620,15,male,0,Morning,0,1,Prg1089,1089,LifeStyle,Turbo,culture,-,1,0,1,0,0,Evening,3
8793,User620,620,15,male,0,Morning,0,1,Prg1435,1435,Infotainment,Telebrands,Social,-,1,0,1,1,1,Night,5
8794,User620,620,15,male,0,Morning,0,1,Prg1447,1447,News,News_24,Technology,-,1,0,1,1,0,Evening,5
8795,User620,620,15,male,0,Morning,0,1,Prg1206,1206,Kids,nikoledian,Animation,-,0,1,1,1,1,Morning,4
8796,User620,620,15,male,0,Morning,0,1,Prg1457,1457,News,India_TV,Market_watch,-,1,1,1,1,1,Night,5
8797,User620,620,15,male,0,Morning,0,1,Prg1009,1009,LifeStyle,Good_Times,travel,-,0,1,0,1,1,Afternoon,1
8798,User620,620,15,male,0,Morning,0,1,Prg1488,1488,Religious,OM,Events/festival,-,0,1,1,0,0,Night,2
8799,User620,620,15,male,0,Morning,0,1,Prg1123,1123,Kids,pogo,Animation,-,0,1,1,1,1,Afternoon,4
8800,User620,620,15,male,0,Morning,0,1,Prg1432,1432,LifeStyle,Turbo,travel,-,1,0,1,1,0,Evening,5
8801,User621,621,61,Female,0,Afternoon,0,1,Prg1455,1455,Sports,Ten_sports,cricket,-,0,0,1,1,1,Afternoon,5
8802,User621,621,61,Female,0,Afternoon,0,1,Prg1334,1334,Religious,subhsandesh,Astrology,-,1,1,1,1,1,Evening,1
8803,User621,621,61,Female,0,Afternoon,0,1,Prg1367,1367,Sports,Sony_six,martial_Arts,-,0,0,1,0,0,Afternoon,1
8804,User621,621,61,Female,0,Afternoon,0,1,Prg1075,1075,Infotainment,NDTV_Good_Times,Astrology,-,0,0,1,0,0,Morning,3
8805,User621,621,61,Female,0,Afternoon,0,1,Prg1473,1473,Religious,bhakthi,Magazine_programme,-,0,0,1,1,1,Night,3
8806,User621,621,61,Female,0,Afternoon,0,1,Prg1341,1341,Kids,nikoledian,Film/Telefilm,-,0,1,1,0,0,Afternoon,1
8807,User621,621,61,Female,0,Afternoon,0,1,Prg1177,1177,News,News_24,Headlines,-,0,1,1,1,1,Afternoon,4
8808,User621,621,61,Female,0,Afternoon,0,1,Prg1088,1088,LifeStyle,Turbo,Cooking,-,1,0,1,1,1,Evening,3
8809,User621,621,61,Female,0,Afternoon,0,1,Prg1127,1127,Music,zoom,Telelost,-,1,1,0,1,1,Morning,5
8810,User621,621,61,Female,0,Afternoon,0,1,Prg1173,1173,Sports,DD_sports,Tennis,-,0,0,1,1,0,Night,4
8811,User621,621,61,Female,0,Afternoon,0,1,Prg1086,1086,Religious,sanskaar,chat_show,-,1,0,1,0,0,Afternoon,3
8812,User621,621,61,Female,0,Afternoon,0,1,Prg1049,1049,Infotainment,Animal_planet,Astrology,-,0,0,1,1,1,Afternoon,2
8813,User621,621,61,Female,0,Afternoon,0,1,Prg1087,1087,GEC,Star_Plus,Action,-,1,1,0,1,1,Morning,3
8814,User621,621,61,Female,0,Afternoon,0,1,Prg1189,1189,Kids,nikoledian,Animation,-,1,0,1,1,1,Afternoon,4
8815,User621,621,61,Female,0,Afternoon,0,1,Prg1317,1317,News,BBC_NEWS,Interviews,-,1,1,0,0,0,Afternoon,3
8816,User622,622,34,Female,0,Night,0,1,Prg1207,1207,GEC,Colors,Detective,-,0,1,0,1,1,Night,4
8817,User622,622,34,Female,0,Night,0,1,Prg1187,1187,LifeStyle,Good_Times,Cooking,-,0,0,1,1,1,Afternoon,4
8818,User622,622,34,Female,0,Night,0,1,Prg1357,1357,LifeStyle,Travel_XP,Cooking,-,0,0,1,0,0,Morning,1
8819,User622,622,34,Female,0,Night,0,1,Prg1039,1039,Infotainment,Care_World,Space,-,1,0,1,0,0,Morning,2
8820,User622,622,34,Female,0,Night,0,1,Prg1437,1437,Sports,DD_sports,Racing,-,1,1,1,1,0,Morning,5
8821,User622,622,34,Female,0,Night,0,1,Prg1355,1355,Kids,pogo,Entertainment,-,0,1,0,1,1,Afternoon,1
8822,User622,622,34,Female,0,Night,0,1,Prg1079,1079,Music,zoom,drama,-,1,0,1,1,1,Morning,3
8823,User622,622,34,Female,0,Night,0,1,Prg1249,1249,Infotainment,Discovery_Channel,Social,-,1,1,1,1,0,Night,3
8824,User622,622,34,Female,0,Night,0,1,Prg1164,1164,GEC,Fox_Crime,Comedy,-,0,1,0,0,0,Night,3
8825,User622,622,34,Female,0,Night,0,1,Prg1139,1139,LifeStyle,Turbo,culture,-,0,0,1,0,0,Night,4
8826,User622,622,34,Female,0,Night,0,1,Prg1413,1413,Religious,TTD,chat_show,-,1,1,1,0,0,Morning,4
8827,User622,622,34,Female,0,Night,0,1,Prg1225,1225,GEC,E_Tv,Comedy,-,1,0,1,1,1,Afternoon,3
8828,User622,622,34,Female,0,Night,0,1,Prg1495,1495,Kids,pogo,Animation,-,1,1,0,0,0,Afternoon,1
8829,User622,622,34,Female,0,Night,0,1,Prg1359,1359,Movies,Z_Cinema,Film/Drama,-,1,1,1,1,1,Morning,1
8830,User622,622,34,Female,0,Night,0,1,Prg1100,1100,Music,Zetc,Gameshow,-,0,0,1,0,0,Afternoon,3
8831,User623,623,35,Female,0,Night,1,1,Prg1464,1464,LifeStyle,TLC,travel,-,1,1,1,1,0,Afternoon,5
8832,User623,623,35,Female,0,Night,1,1,Prg1498,1498,News,News_24,Headlines,-,1,0,1,1,1,Evening,4
8833,User623,623,35,Female,0,Night,1,1,Prg1158,1158,Infotainment,Care_World,Nature,-,0,1,0,1,0,Afternoon,3
8834,User623,623,35,Female,0,Night,1,1,Prg1329,1329,Religious,sanskaar,Events/festival,-,0,1,1,1,1,Afternoon,1
8835,User623,623,35,Female,0,Night,1,1,Prg1309,1309,Music,Gemini_Music,Gameshow,-,0,1,1,1,1,Morning,5
8836,User623,623,35,Female,0,Night,1,1,Prg1167,1167,GEC,Comedy_Central,Reality_show,-,0,0,1,1,0,Afternoon,3
8837,User623,623,35,Female,0,Night,1,1,Prg1445,1445,Movies,UTV_Movies,Film/Adventure,-,1,0,1,0,0,Morning,5
8838,User623,623,35,Female,0,Night,1,1,Prg1159,1159,Religious,Z_salaam,Magazine_programme,-,0,1,0,0,0,Afternoon,3
8839,User623,623,35,Female,0,Night,1,1,Prg1122,1122,Kids,hungama,Film/Telefilm,-,0,1,0,0,0,Night,5
8840,User623,623,35,Female,0,Night,1,1,Prg1197,1197,Movies,Sony_pix,Film/Horror,-,1,1,0,1,1,Evening,4
8841,User623,623,35,Female,0,Night,1,1,Prg1474,1474,Movies,Star_Movies,Film/Drama,-,1,0,1,1,0,Night,1
8842,User623,623,35,Female,0,Night,1,1,Prg1277,1277,LifeStyle,TLC,fashion,-,0,0,1,1,1,Evening,3
8843,User623,623,35,Female,0,Night,1,1,Prg1254,1254,LifeStyle,TLC,culture,-,0,0,1,1,1,Night,3
8844,User623,623,35,Female,0,Night,1,1,Prg1106,1106,LifeStyle,Good_Times,health_and_well_being,-,1,1,1,1,1,Evening,3
8845,User623,623,35,Female,0,Night,1,1,Prg1480,1480,News,TV9,Market_watch,-,0,0,1,0,0,Morning,3
8846,User624,624,41,male,0,Afternoon,1,0,Prg1348,1348,Religious,OM,Magazine_programme,-,1,0,1,1,0,Afternoon,1
8847,User624,624,41,male,0,Afternoon,1,0,Prg1266,1266,Religious,bhakthi,chat_show,-,0,1,1,1,1,Afternoon,3
8848,User624,624,41,male,0,Afternoon,1,0,Prg1294,1294,Sports,Star_HD,martial_Arts,-,1,0,1,1,1,Evening,3
8849,User624,624,41,male,0,Afternoon,1,0,Prg1439,1439,Sports,Star_HD,Tennis,-,1,0,1,1,1,Afternoon,5
8850,User624,624,41,male,0,Afternoon,1,0,Prg1185,1185,Sports,Neo_sports,Golf,-,0,0,1,1,1,Evening,4
8851,User624,624,41,male,0,Afternoon,1,0,Prg1174,1174,Religious,OM,chat_show,-,0,1,0,1,0,Night,4
8852,User624,624,41,male,0,Afternoon,1,0,Prg1033,1033,Infotainment,Animal_planet,Technology,-,0,1,0,1,0,Evening,2
8853,User624,624,41,male,0,Afternoon,1,0,Prg1458,1458,GEC,AXN,Game_show,-,0,1,0,1,1,Morning,5
8854,User624,624,41,male,0,Afternoon,1,0,Prg1342,1342,News,Times_Now,Special_report,-,1,1,1,1,1,Morning,1
8855,User624,624,41,male,0,Afternoon,1,0,Prg1277,1277,LifeStyle,TLC,fashion,-,0,0,1,1,1,Evening,3
8856,User624,624,41,male,0,Afternoon,1,0,Prg1055,1055,LifeStyle,TLC,Cooking,-,0,0,1,0,0,Afternoon,5
8857,User624,624,41,male,0,Afternoon,1,0,Prg1038,1038,Music,B4U,Telelost,-,1,0,1,1,0,Afternoon,2
8858,User624,624,41,male,0,Afternoon,1,0,Prg1191,1191,Movies,UTV_Movies,Film/Comedy,-,1,0,1,0,0,Morning,4
8859,User624,624,41,male,0,Afternoon,1,0,Prg1441,1441,Movies,Z_Cinema,Film/Action,-,0,1,1,1,1,Morning,5
8860,User624,624,41,male,0,Afternoon,1,0,Prg1411,1411,Movies,UTV_Movies,Film/Drama,-,1,0,1,1,1,Afternoon,4
8861,User625,625,29,Female,1,Morning,1,1,Prg1261,1261,LifeStyle,Travel_XP,Cooking,-,1,0,1,0,0,Night,3
8862,User625,625,29,Female,1,Morning,1,1,Prg1071,1071,News,Headlines_Today,Technology,-,1,1,0,1,1,Afternoon,3
8863,User625,625,29,Female,1,Morning,1,1,Prg1110,1110,GEC,Comedy_Central,talk_show,-,1,1,1,1,0,Morning,3
8864,User625,625,29,Female,1,Morning,1,1,Prg1422,1422,Kids,discovery_kids,Film/Telefilm,-,0,1,0,1,0,Night,5
8865,User625,625,29,Female,1,Morning,1,1,Prg1149,1149,Music,M_TV,Request,-,1,1,0,1,1,Evening,2
8866,User625,625,29,Female,1,Morning,1,1,Prg1398,1398,Movies,Maa_Movies,Film/crime,-,0,0,1,1,0,Night,4
8867,User625,625,29,Female,1,Morning,1,1,Prg1454,1454,GEC,Comedy_Central,travel,-,1,0,1,0,0,Afternoon,5
8868,User625,625,29,Female,1,Morning,1,1,Prg1356,1356,Infotainment,Telebrands,Technology,-,1,0,1,0,0,Afternoon,1
8869,User625,625,29,Female,1,Morning,1,1,Prg1153,1153,Music,B4U,Consumer,-,1,0,1,1,0,Night,3
8870,User625,625,29,Female,1,Morning,1,1,Prg1480,1480,News,TV9,Market_watch,-,0,0,1,0,0,Morning,5
8871,User625,625,29,Female,1,Morning,1,1,Prg1264,1264,Kids,nikoledian,Film/Telefilm,-,1,0,1,1,1,Afternoon,3
8872,User625,625,29,Female,1,Morning,1,1,Prg1476,1476,Infotainment,Animal_planet,Astrology,-,1,0,1,1,1,Evening,1
8873,User625,625,29,Female,1,Morning,1,1,Prg1448,1448,GEC,Fox_Crime,talk_show,-,1,1,1,1,1,Evening,5
8874,User625,625,29,Female,1,Morning,1,1,Prg1460,1460,Movies,Sony_pix,Film/Animation,-,1,1,1,1,0,Morning,5
8875,User625,625,29,Female,1,Morning,1,1,Prg1145,1145,Infotainment,Care_World,Technology,-,0,1,1,1,0,Night,5
8876,User626,626,32,male,0,Afternoon,1,1,Prg1026,1026,News,TV9,Special_report,-,0,1,1,1,0,Night,2
8877,User626,626,32,male,0,Afternoon,1,1,Prg1162,1162,News,BBC_NEWS,Market_watch,-,1,0,1,1,1,Morning,3
8878,User626,626,32,male,0,Afternoon,1,1,Prg1352,1352,News,BBC_NEWS,Interviews,-,0,0,1,1,0,Afternoon,1
8879,User626,626,32,male,0,Afternoon,1,1,Prg1023,1023,Kids,cartoon_network,Entertainment,-,0,1,0,1,1,Night,2
8880,User626,626,32,male,0,Afternoon,1,1,Prg1014,1014,Music,zoom,Gameshow,-,0,0,1,1,1,Afternoon,1
8881,User626,626,32,male,0,Afternoon,1,1,Prg1452,1452,Kids,discovery_kids,Music,-,0,0,1,1,1,Night,5
8882,User626,626,32,male,0,Afternoon,1,1,Prg1308,1308,Sports,Ten_sports,Racing,-,0,1,1,1,1,Morning,2
8883,User626,626,32,male,0,Afternoon,1,1,Prg1231,1231,Sports,Star_sports,Racing,-,1,1,1,1,1,Morning,3
8884,User626,626,32,male,0,Afternoon,1,1,Prg1322,1322,GEC,E_Tv,Action,-,1,0,1,1,1,Afternoon,1
8885,User626,626,32,male,0,Afternoon,1,1,Prg1155,1155,Music,Gemini_Music,Filmi,-,1,1,0,0,0,Night,3
8886,User626,626,32,male,0,Afternoon,1,1,Prg1460,1460,Movies,Sony_pix,Film/Animation,-,1,1,1,1,0,Morning,5
8887,User626,626,32,male,0,Afternoon,1,1,Prg1194,1194,Religious,bhakthi,Events/festival,-,0,1,1,1,0,Morning,4
8888,User626,626,32,male,0,Afternoon,1,1,Prg1497,1497,Kids,discovery_kids,Music,-,0,1,1,1,1,Evening,2
8889,User626,626,32,male,0,Afternoon,1,1,Prg1254,1254,LifeStyle,TLC,culture,-,0,0,1,1,1,Night,3
8890,User626,626,32,male,0,Afternoon,1,1,Prg1094,1094,Religious,bhakthi,Astrology,-,1,0,1,0,0,Night,3
8891,User627,627,24,male,0,Evening,0,1,Prg1247,1247,GEC,Star_Plus,Reality_show,-,1,0,1,1,1,Evening,3
8892,User627,627,24,male,0,Evening,0,1,Prg1439,1439,Sports,Star_HD,Tennis,-,1,0,1,1,1,Afternoon,5
8893,User627,627,24,male,0,Evening,0,1,Prg1249,1249,Infotainment,Discovery_Channel,Social,-,1,1,1,1,0,Night,3
8894,User627,627,24,male,0,Evening,0,1,Prg1236,1236,Sports,Sony_six,martial_Arts,-,0,0,1,1,1,Afternoon,3
8895,User627,627,24,male,0,Evening,0,1,Prg1381,1381,Kids,pogo,Entertainment,-,0,0,1,1,1,Evening,4
8896,User627,627,24,male,0,Evening,0,1,Prg1421,1421,Music,Gemini_Music,drama,-,0,0,1,1,1,Morning,5
8897,User627,627,24,male,0,Evening,0,1,Prg1418,1418,Kids,pogo,Animation,-,1,0,1,1,1,Evening,4
8898,User627,627,24,male,0,Evening,0,1,Prg1497,1497,Kids,discovery_kids,Music,-,0,1,1,1,1,Evening,5
8899,User627,627,24,male,0,Evening,0,1,Prg1178,1178,Sports,Sony_six,special_feature,-,0,0,1,1,0,Night,4
8900,User627,627,24,male,0,Evening,0,1,Prg1029,1029,Music,Zetc,Telelost,-,0,1,1,1,1,Evening,2
8901,User627,627,24,male,0,Evening,0,1,Prg1376,1376,Religious,bhakthi,Entertainment,-,1,1,1,1,1,Night,4
8902,User627,627,24,male,0,Evening,0,1,Prg1259,1259,GEC,Colors,Action,-,1,0,1,1,1,Morning,3
8903,User627,627,24,male,0,Evening,0,1,Prg1459,1459,News,TV9,Interviews,-,1,0,1,1,1,Afternoon,5
8904,User627,627,24,male,0,Evening,0,1,Prg1444,1444,GEC,Fox_Crime,Reality_show,-,0,1,0,1,1,Morning,5
8905,User627,627,24,male,0,Evening,0,1,Prg1036,1036,Movies,Maa_Movies,Film/Sci-Fi,-,1,1,1,1,1,Night,2
8906,User628,628,54,male,0,Afternoon,0,1,Prg1204,1204,Kids,discovery_kids,Entertainment,-,1,0,1,1,0,Evening,4
8907,User628,628,54,male,0,Afternoon,0,1,Prg1058,1058,Sports,Neo_sports,badminton,-,1,1,1,1,0,Evening,5
8908,User628,628,54,male,0,Afternoon,0,1,Prg1034,1034,LifeStyle,Good_Times,travel,-,1,0,1,1,1,Evening,2
8909,User628,628,54,male,0,Afternoon,0,1,Prg1452,1452,Kids,discovery_kids,Music,-,0,0,1,1,1,Night,5
8910,User628,628,54,male,0,Afternoon,0,1,Prg1401,1401,Movies,Sony_Max,Film/crime,-,0,0,1,1,1,Afternoon,4
8911,User628,628,54,male,0,Afternoon,0,1,Prg1305,1305,Movies,Movies_Now,Film/Sci-Fi,-,1,0,1,1,0,Afternoon,3
8912,User628,628,54,male,0,Afternoon,0,1,Prg1390,1390,Music,Zetc,drama,-,1,1,0,1,1,Evening,4
8913,User628,628,54,male,0,Afternoon,0,1,Prg1022,1022,News,Times_Now,Interviews,-,1,1,0,1,1,Evening,2
8914,User628,628,54,male,0,Afternoon,0,1,Prg1013,1013,Kids,discovery_kids,Film/Telefilm,-,0,1,0,1,0,Night,1
8915,User628,628,54,male,0,Afternoon,0,1,Prg1402,1402,Religious,TTD,Astrology,-,1,1,0,1,0,Morning,4
8916,User628,628,54,male,0,Afternoon,0,1,Prg1413,1413,Religious,TTD,chat_show,-,1,1,1,0,0,Morning,4
8917,User628,628,54,male,0,Afternoon,0,1,Prg1332,1332,Infotainment,Telebrands,Education,-,0,1,0,1,1,Morning,1
8918,User628,628,54,male,0,Afternoon,0,1,Prg1123,1123,Kids,pogo,Animation,-,0,1,1,1,1,Afternoon,5
8919,User628,628,54,male,0,Afternoon,0,1,Prg1495,1495,Kids,pogo,Animation,-,1,1,0,0,0,Afternoon,4
8920,User628,628,54,male,0,Afternoon,0,1,Prg1090,1090,Sports,Star_sports,special_feature,-,1,1,0,1,1,Afternoon,3
8921,User629,629,25,male,1,Evening,1,1,Prg1367,1367,Sports,Sony_six,martial_Arts,-,0,0,1,0,0,Afternoon,1
8922,User629,629,25,male,1,Evening,1,1,Prg1056,1056,Sports,DD_sports,cricket,-,1,0,1,0,0,Afternoon,2
8923,User629,629,25,male,1,Evening,1,1,Prg1122,1122,Kids,hungama,Film/Telefilm,-,0,1,0,0,0,Night,4
8924,User629,629,25,male,1,Evening,1,1,Prg1243,1243,Sports,DD_sports,cricket,-,0,1,0,0,0,Afternoon,3
8925,User629,629,25,male,1,Evening,1,1,Prg1494,1494,News,N_TV,talk_show,-,0,1,1,1,0,Afternoon,1
8926,User629,629,25,male,1,Evening,1,1,Prg1131,1131,GEC,Star_Plus,Game_show,-,1,0,1,0,0,Morning,3
8927,User629,629,25,male,1,Evening,1,1,Prg1283,1283,Kids,nikoledian,Entertainment,-,0,1,0,1,1,Night,3
8928,User629,629,25,male,1,Evening,1,1,Prg1093,1093,Kids,discovery_kids,Education,-,0,1,1,1,1,Evening,3
8929,User629,629,25,male,1,Evening,1,1,Prg1235,1235,Kids,hungama,Entertainment,-,0,0,1,0,0,Evening,3
8930,User629,629,25,male,1,Evening,1,1,Prg1163,1163,Movies,Maa_Movies,Film/Animation,-,1,1,1,0,0,Evening,3
8931,User629,629,25,male,1,Evening,1,1,Prg1141,1141,Sports,Star_sports2,Tennis,-,1,1,1,1,1,Morning,3
8932,User629,629,25,male,1,Evening,1,1,Prg1407,1407,Kids,nikoledian,Entertainment,-,1,1,1,1,1,Morning,4
8933,User629,629,25,male,1,Evening,1,1,Prg1386,1386,Music,zoom,Filmi,-,0,1,1,1,1,Afternoon,4
8934,User629,629,25,male,1,Evening,1,1,Prg1387,1387,Infotainment,Care_World,Cooking,-,0,0,1,1,0,Morning,4
8935,User629,629,25,male,1,Evening,1,1,Prg1189,1189,Kids,nikoledian,Animation,-,1,0,1,1,1,Afternoon,4
8936,User630,630,34,Female,1,Morning,0,1,Prg1198,1198,News,CNN_IBN,Technology,-,1,0,1,1,0,Night,4
8937,User630,630,34,Female,1,Morning,0,1,Prg1403,1403,Sports,Ten_sports,Racing,-,0,1,0,1,1,Afternoon,4
8938,User630,630,34,Female,1,Morning,0,1,Prg1035,1035,Infotainment,Home_Shop_18,Biography,-,1,1,0,1,1,Evening,2
8939,User630,630,34,Female,1,Morning,0,1,Prg1179,1179,News,TV5,Interviews,-,0,0,1,0,0,Evening,4
8940,User630,630,34,Female,1,Morning,0,1,Prg1150,1150,LifeStyle,Travel_XP,Cooking,-,0,0,1,1,1,Morning,1
8941,User630,630,34,Female,1,Morning,0,1,Prg1347,1347,Sports,DD_sports,Golf,-,1,0,1,1,1,Morning,1
8942,User630,630,34,Female,1,Morning,0,1,Prg1058,1058,Sports,Neo_sports,badminton,-,1,1,1,1,0,Evening,1
8943,User630,630,34,Female,1,Morning,0,1,Prg1459,1459,News,TV9,Interviews,-,1,0,1,1,1,Afternoon,5
8944,User630,630,34,Female,1,Morning,0,1,Prg1197,1197,Movies,Sony_pix,Film/Horror,-,1,1,0,1,1,Evening,4
8945,User630,630,34,Female,1,Morning,0,1,Prg1232,1232,LifeStyle,TLC,culture,-,0,0,1,0,0,Afternoon,3
8946,User630,630,34,Female,1,Morning,0,1,Prg1198,1198,News,CNN_IBN,Technology,-,1,0,1,1,0,Night,4
8947,User630,630,34,Female,1,Morning,0,1,Prg1271,1271,Infotainment,Discovery_Channel,Space,-,0,1,0,0,0,Night,3
8948,User630,630,34,Female,1,Morning,0,1,Prg1455,1455,Sports,Ten_sports,cricket,-,0,0,1,1,1,Afternoon,5
8949,User630,630,34,Female,1,Morning,0,1,Prg1270,1270,Music,Gemini_Music,Request,-,0,1,1,1,1,Night,3
8950,User630,630,34,Female,1,Morning,0,1,Prg1026,1026,News,TV9,Special_report,-,0,1,1,1,0,Night,2
8951,User631,631,22,Female,1,Afternoon,1,1,Prg1303,1303,Movies,Sony_Max,Film/Sci-Fi,-,0,1,0,1,0,Afternoon,1
8952,User631,631,22,Female,1,Afternoon,1,1,Prg1119,1119,LifeStyle,Turbo,health_and_well_being,-,1,0,1,0,0,Morning,3
8953,User631,631,22,Female,1,Afternoon,1,1,Prg1361,1361,Religious,subhsandesh,Award_show,-,0,1,1,1,1,Afternoon,1
8954,User631,631,22,Female,1,Afternoon,1,1,Prg1267,1267,Music,M_TV,Filmi,-,1,0,1,1,0,Afternoon,3
8955,User631,631,22,Female,1,Afternoon,1,1,Prg1380,1380,News,TV5,talk_show,-,1,0,1,1,1,Evening,4
8956,User631,631,22,Female,1,Afternoon,1,1,Prg1432,1432,LifeStyle,Turbo,travel,-,1,0,1,1,0,Evening,5
8957,User631,631,22,Female,1,Afternoon,1,1,Prg1256,1256,Movies,Gemini_Movies,Film/Animation,-,0,1,1,0,0,Morning,3
8958,User631,631,22,Female,1,Afternoon,1,1,Prg1486,1486,Religious,OM,Events/festival,-,1,1,0,1,0,Evening,4
8959,User631,631,22,Female,1,Afternoon,1,1,Prg1347,1347,Sports,DD_sports,Golf,-,1,0,1,1,1,Morning,1
8960,User631,631,22,Female,1,Afternoon,1,1,Prg1346,1346,Infotainment,Home_Shop_18,Cooking,-,1,1,1,1,1,Night,1
8961,User631,631,22,Female,1,Afternoon,1,1,Prg1311,1311,Kids,hungama,Music,-,0,0,1,1,1,Afternoon,5
8962,User631,631,22,Female,1,Afternoon,1,1,Prg1046,1046,GEC,Fox_Crime,Action,-,1,1,1,1,1,Evening,2
8963,User631,631,22,Female,1,Afternoon,1,1,Prg1411,1411,Movies,UTV_Movies,Film/Drama,-,1,0,1,1,1,Afternoon,4
8964,User631,631,22,Female,1,Afternoon,1,1,Prg1052,1052,Sports,Ten_sports,Football,-,0,1,1,1,1,Night,3
8965,User631,631,22,Female,1,Afternoon,1,1,Prg1357,1357,LifeStyle,Travel_XP,Cooking,-,0,0,1,0,0,Morning,1
