ViewTime is Morning and WeekDayIndex is 16
Got 2031 ratings from 889 users on 69 Items.
Training: 1229, validation: 388, test: 414
(2.07939309850971e-17, 3.0)
(9.66062024369532e-16, 5.0)
(2.936869395149552e-17, 3.0)
(2.2238182485974015e-17, 3.0)
(1.2939197470299962e-17, 3.0)
(5.469209752851564e-17, 4.0)
(4.1249048929367455e-17, 5.0)
(3.291395091635439e-17, 5.0)
(1.9386357629825528e-17, 5.0)
(3.6778453736528395e-18, 3.0)
(3.143934921682463e-17, 3.0)
(7.687900759078125e-17, 3.0)
(1.2672618240993395e-17, 4.0)
(3.530111631335306e-17, 4.0)
(9.634158915678988e-17, 5.0)
(4.838963934085942e-17, 3.0)
(2.643391731801081e-19, 3.0)
(3.1066302311512514e-17, 4.0)
(1.1643902972404186e-16, 3.0)
(4.571300088892348e-17, 5.0)
(2.3716206982788123e-17, 1.0)
(2.4628956591585276e-17, 4.0)
(2.8285621876918484e-17, 4.0)
(6.955847919200105e-17, 5.0)
(1.8094514441341352e-17, 3.0)
(8.262300483282778e-17, 4.0)
(4.0240067619159486e-18, 1.0)
(5.2329019530145455e-16, 4.0)
(8.242507008139567e-17, 3.0)
(9.704311144251499e-18, 5.0)
(7.966505643909786e-17, 5.0)
(4.9416377527070486e-17, 1.0)
(1.0698692266479419e-18, 1.0)
(1.443577843222201e-16, 5.0)
(2.142463234233139e-17, 4.0)
(5.532732907305383e-16, 5.0)
(2.442525358166859e-17, 4.0)
(6.2772275127512e-18, 2.0)
(6.746216834235457e-17, 4.0)
(1.9322442941458087e-17, 3.0)
(7.06345141283657e-17, 3.0)
(4.011933128672167e-16, 4.0)
(2.871792333465779e-19, 3.0)
(2.16202401397536e-16, 5.0)
(2.887499291348943e-16, 5.0)
(2.041714340087183e-17, 5.0)
(8.622250553557879e-18, 3.0)
(2.9502389487218896e-17, 4.0)
(8.245432685361594e-18, 3.0)
(5.505645098983315e-17, 4.0)
(4.3081562895850966e-16, 4.0)
(4.0765813927361665e-17, 2.0)
(2.4099333159656533e-18, 2.0)
(4.682633256353729e-16, 4.0)
(1.269421714363097e-17, 3.0)
(1.2735538791970454e-18, 3.0)
(3.768283308299361e-17, 3.0)
(1.0780396139729931e-17, 3.0)
(2.5837327060550456e-17, 3.0)
(5.062791640341501e-18, 1.0)
(1.1671702330777044e-17, 4.0)
(1.724645412518113e-17, 4.0)
(4.270347068073342e-17, 4.0)
(7.442668524927618e-18, 3.0)
(8.354783078758987e-18, 4.0)
(9.175192560154667e-17, 5.0)
(7.474800634667664e-17, 5.0)
(1.761381038064333e-18, 3.0)
(2.8717923334657787e-19, 1.0)
(6.849602211372333e-17, 3.0)
(5.536516565060409e-17, 4.0)
(1.6875962121337523e-17, 3.0)
(9.171906598818737e-18, 3.0)
RMSE (validation) = 2.985791 for the model trained with rank = 16, lambda = 10.0, and numIter = 10.
begin predictions
Rating(user=964, product=1148, rating=7.955981893936727e-33)
Rating(user=697, product=1148, rating=4.317246055299774e-33)
Rating(user=750, product=1148, rating=1.4061290342131728e-32)
Rating(user=1027, product=1148, rating=1.381547009333378e-32)
Rating(user=699, product=1148, rating=6.667707885248781e-33)
Rating(user=192, product=1216, rating=8.597863010376963e-33)
Rating(user=356, product=1216, rating=4.736115145805167e-33)
Rating(user=1049, product=1216, rating=1.8026830722301094e-32)
Rating(user=310, product=1216, rating=3.265311701883078e-33)
Rating(user=241, product=1016, rating=2.340980511505005e-32)
Rating(user=280, product=1444, rating=2.1053992659561484e-32)
Rating(user=990, product=1444, rating=4.012869288710019e-32)
Rating(user=766, product=1444, rating=1.0018093313751022e-31)
Rating(user=674, product=1444, rating=7.314323777401698e-31)
Rating(user=339, product=1444, rating=2.2830807230233426e-32)
Rating(user=687, product=1444, rating=6.85736309816631e-32)
Rating(user=817, product=1496, rating=9.135404432294139e-32)
Rating(user=1022, product=1496, rating=9.6107025239044e-32)
Rating(user=322, product=1004, rating=1.0761721741185536e-32)
Rating(user=1066, product=1004, rating=4.5633448312571114e-34)
Rating(user=152, product=1288, rating=4.4149855607473285e-32)
Rating(user=341, product=1288, rating=8.692906552405974e-34)
Rating(user=990, product=1288, rating=4.249132111553043e-33)
Rating(user=870, product=1288, rating=1.0162884485727928e-32)
Rating(user=626, product=1460, rating=8.13369979541145e-32)
Rating(user=542, product=1460, rating=1.156895212658205e-31)
Rating(user=787, product=1460, rating=5.248210861221035e-31)
Rating(user=357, product=1212, rating=1.9204967316868277e-32)
Rating(user=935, product=1212, rating=3.193138333127152e-32)
Rating(user=1091, product=1212, rating=2.208076455822974e-31)
Rating(user=584, product=1428, rating=3.055670932935601e-31)
Rating(user=125, product=1428, rating=1.060226427063082e-31)
Rating(user=846, product=1428, rating=2.6344074455946946e-31)
Rating(user=1017, product=1096, rating=1.2829846427844913e-32)
Rating(user=828, product=1332, rating=2.4476796681766698e-33)
Rating(user=628, product=1332, rating=5.1246148530903315e-33)
Rating(user=392, product=1332, rating=2.1595028981055628e-33)
Rating(user=469, product=1332, rating=4.400684943502005e-33)
Rating(user=270, product=1332, rating=2.1484447030284875e-34)
Rating(user=447, product=1332, rating=1.5928456151021742e-32)
Rating(user=707, product=1332, rating=4.4798439332678354e-32)
Rating(user=752, product=1420, rating=1.4467668752444425e-32)
Rating(user=330, product=1420, rating=6.251009109011556e-33)
Rating(user=126, product=1420, rating=9.877923015283707e-33)
Rating(user=274, product=1420, rating=7.364270248847871e-33)
Rating(user=839, product=1420, rating=1.2466149194717774e-32)
Rating(user=934, product=1308, rating=1.8040983713205035e-31)
Rating(user=894, product=1308, rating=1.0702073337889593e-32)
Rating(user=602, product=1308, rating=4.0166917129821826e-33)
Rating(user=239, product=1308, rating=2.1915223878641078e-32)
Rating(user=652, product=1396, rating=9.535690785022937e-33)
Rating(user=242, product=1396, rating=5.0309688099763974e-33)
Rating(user=512, product=1108, rating=8.37575764920032e-33)
Rating(user=302, product=1108, rating=8.635359131231031e-34)
Rating(user=620, product=1132, rating=2.677440400309533e-32)
Rating(user=514, product=1132, rating=7.762493138815661e-32)
Rating(user=735, product=1132, rating=1.239835621766252e-32)
Rating(user=596, product=1256, rating=5.298415758811684e-32)
Rating(user=514, product=1256, rating=4.427520791990406e-32)
Rating(user=546, product=1256, rating=8.852819057932459e-32)
Rating(user=727, product=1256, rating=1.0343029395587568e-31)
Rating(user=559, product=1256, rating=9.502448125102574e-33)
Rating(user=948, product=1433, rating=5.211091159926185e-32)
Rating(user=553, product=1433, rating=1.617398923511116e-31)
Rating(user=1054, product=1433, rating=1.6790587959700524e-32)
Rating(user=227, product=1433, rating=5.031414830853902e-32)
Rating(user=645, product=1217, rating=5.183556928367507e-32)
Rating(user=236, product=1253, rating=2.5111584346546756e-31)
Rating(user=1069, product=1253, rating=3.0488929358876475e-33)
Rating(user=134, product=1253, rating=8.164561720810304e-33)
Rating(user=643, product=1253, rating=9.212651648521333e-33)
Rating(user=587, product=1253, rating=2.0513360807814885e-32)
Rating(user=160, product=1161, rating=5.58898090438776e-32)
Rating(user=1006, product=1157, rating=3.7324886960141226e-33)
Rating(user=684, product=1133, rating=1.0995467329108044e-31)
Rating(user=508, product=1133, rating=1.2502705199281138e-32)
Rating(user=267, product=1133, rating=3.9696264971920196e-32)
Rating(user=628, product=1413, rating=2.2947020764621813e-32)
Rating(user=717, product=1413, rating=6.672492611938549e-33)
Rating(user=842, product=1413, rating=1.0960692820142528e-32)
Rating(user=622, product=1413, rating=1.9417101575204843e-31)
Rating(user=238, product=1413, rating=5.290456214884069e-33)
Rating(user=1086, product=1413, rating=7.325279266044777e-33)
Rating(user=482, product=1245, rating=1.5858105671286313e-32)
Rating(user=430, product=1245, rating=6.711992124641378e-34)
Rating(user=396, product=1105, rating=1.0055511009382481e-32)
Rating(user=268, product=1105, rating=1.420272558351426e-32)
Rating(user=453, product=1105, rating=2.8256504721333345e-32)
Rating(user=974, product=1105, rating=2.5093069116274073e-31)
Rating(user=918, product=1105, rating=4.455806481257249e-33)
Rating(user=970, product=1105, rating=3.9118918668898505e-33)
Rating(user=688, product=1101, rating=4.1629384536029e-32)
Rating(user=1100, product=1101, rating=4.833509332696729e-33)
Rating(user=380, product=1101, rating=3.4861586244161476e-33)
Rating(user=885, product=1101, rating=1.2536425884305716e-32)
Rating(user=582, product=1101, rating=3.162455708811676e-32)
Rating(user=330, product=1101, rating=1.3140282955880902e-33)
Rating(user=198, product=1101, rating=4.990100033925775e-33)
Rating(user=957, product=1437, rating=7.763165180750544e-32)
Rating(user=749, product=1437, rating=1.6247262014575798e-31)
Rating(user=130, product=1437, rating=1.1630546021827748e-31)
Rating(user=307, product=1437, rating=4.940542872355379e-32)
Rating(user=892, product=1453, rating=5.050573060810489e-32)
Rating(user=529, product=1453, rating=2.2454497277990164e-32)
Rating(user=649, product=1453, rating=9.249822798376628e-32)
Rating(user=401, product=1453, rating=8.841607173229987e-32)
Rating(user=1026, product=1453, rating=1.6420477147069877e-31)
Rating(user=854, product=1453, rating=4.0773589247407714e-32)
Rating(user=1038, product=1453, rating=1.0261906691854489e-31)
Rating(user=643, product=1453, rating=4.492269912523705e-32)
Rating(user=332, product=1141, rating=2.74093733196466e-32)
Rating(user=924, product=1141, rating=6.475642521278011e-32)
Rating(user=137, product=1141, rating=7.802099871102537e-33)
Rating(user=817, product=1141, rating=8.66195039662716e-32)
Rating(user=1001, product=1141, rating=1.8040359547046113e-32)
Rating(user=574, product=1141, rating=2.376562774934984e-32)
Rating(user=482, product=1141, rating=2.74093733196466e-32)
Rating(user=732, product=1441, rating=1.5998822541460283e-30)
Rating(user=672, product=1441, rating=2.96782256483172e-31)
Rating(user=504, product=1441, rating=1.3529271117903225e-30)
Rating(user=977, product=1441, rating=6.021784846322322e-32)
Rating(user=425, product=1441, rating=5.330881464366903e-32)
Rating(user=747, product=1441, rating=8.063424972285638e-32)
Rating(user=736, product=1493, rating=8.983068295136722e-32)
Rating(user=504, product=1493, rating=7.588226609969703e-32)
Rating(user=200, product=1493, rating=2.7754090470731775e-33)
Rating(user=329, product=1493, rating=1.9236037715129967e-32)
Rating(user=1009, product=1493, rating=1.9999147803094492e-33)
Rating(user=822, product=1493, rating=1.2421127941865819e-33)
Rating(user=734, product=1493, rating=2.0896122870952794e-32)
Rating(user=638, product=1493, rating=4.4611664850466035e-33)
Rating(user=714, product=1493, rating=7.584610686759836e-33)
Rating(user=595, product=1493, rating=2.9615535271418107e-33)
Rating(user=1029, product=1129, rating=3.123775712566042e-32)
Rating(user=375, product=1129, rating=1.7197630147015614e-32)
Rating(user=499, product=1129, rating=2.574820138961878e-32)
Rating(user=470, product=1470, rating=6.38477779721202e-33)
Rating(user=618, product=1470, rating=4.564619752323529e-32)
Rating(user=998, product=1470, rating=5.4984810840678166e-33)
Rating(user=419, product=1470, rating=1.4605501104151432e-34)
Rating(user=747, product=1470, rating=9.885368577760909e-33)
Rating(user=140, product=1054, rating=3.36682018829295e-32)
Rating(user=1032, product=1054, rating=3.110845247359485e-33)
Rating(user=488, product=1054, rating=3.86582887866006e-33)
Rating(user=1065, product=1054, rating=5.656561249657805e-33)
Rating(user=802, product=1054, rating=5.635320358864484e-32)
Rating(user=801, product=1146, rating=6.990911586451774e-33)
Rating(user=506, product=1146, rating=2.106130736931783e-32)
Rating(user=570, product=1146, rating=1.0171979261430775e-32)
Rating(user=320, product=1298, rating=1.2605925452152083e-32)
Rating(user=928, product=1298, rating=1.903142122822124e-32)
Rating(user=439, product=1298, rating=3.639275571482866e-33)
Rating(user=255, product=1342, rating=6.1300299582240675e-33)
Rating(user=519, product=1342, rating=6.657297919773355e-33)
Rating(user=1064, product=1274, rating=6.176912862198799e-33)
Rating(user=864, product=1274, rating=3.948237247492268e-32)
Rating(user=693, product=1274, rating=5.5489849855459236e-33)
Rating(user=234, product=1274, rating=1.7783603621156644e-33)
Rating(user=712, product=1378, rating=2.0502823423437e-31)
Rating(user=280, product=1378, rating=7.961488955940203e-33)
Rating(user=440, product=1050, rating=3.052111793297318e-32)
Rating(user=172, product=1050, rating=9.945472747411354e-33)
Rating(user=488, product=1050, rating=1.1028353781886119e-32)
Rating(user=708, product=1458, rating=7.346586584663962e-32)
Rating(user=194, product=1458, rating=6.869906908733563e-32)
Rating(user=970, product=1458, rating=1.6658425826902987e-32)
Rating(user=575, product=1458, rating=3.444744936166179e-32)
Rating(user=796, product=1194, rating=8.652608407466597e-32)
Rating(user=500, product=1194, rating=1.0956951171724395e-31)
Rating(user=626, product=1194, rating=3.830035738260712e-32)
Rating(user=722, product=1194, rating=1.611451209804532e-32)
Rating(user=994, product=1194, rating=1.8183364588971418e-32)
Rating(user=570, product=1194, rating=4.3098197636638186e-32)
Rating(user=1063, product=1194, rating=2.4496880257731518e-32)
Rating(user=762, product=1402, rating=2.2947020764621816e-32)
Rating(user=114, product=1402, rating=2.902132599003411e-31)
Rating(user=692, product=1206, rating=2.2774615580409672e-32)
Rating(user=750, product=1206, rating=1.2130293880595264e-32)
Rating(user=422, product=1206, rating=1.1453901162319595e-32)
Rating(user=640, product=1238, rating=1.2173044068579484e-32)
Rating(user=640, product=1238, rating=1.2173044068579484e-32)
Rating(user=593, product=1238, rating=1.2382644933550258e-32)
Rating(user=974, product=1338, rating=4.86493349034123e-32)
Rating(user=1006, product=1338, rating=1.3617113007846128e-33)
Rating(user=546, product=1338, rating=2.7233182378721726e-32)
Rating(user=494, product=1338, rating=6.64718918824403e-33)
Rating(user=394, product=1338, rating=1.2847453680542424e-32)
Rating(user=191, product=1338, rating=2.5685262667632586e-33)
Rating(user=1060, product=1446, rating=9.023221860036615e-32)
Rating(user=756, product=1446, rating=1.0217690605140378e-32)
Rating(user=533, product=1446, rating=1.0717657525363808e-31)
Rating(user=589, product=1446, rating=2.604956855193281e-31)
Rating(user=141, product=1446, rating=3.2428486190860912e-31)
Rating(user=505, product=1134, rating=5.131544961780754e-33)
Rating(user=566, product=1134, rating=3.7224475155341643e-32)
Rating(user=642, product=1134, rating=5.826959206916221e-33)
Rating(user=674, product=1062, rating=8.375287390045706e-32)
Rating(user=542, product=1062, rating=9.759166680224576e-33)
Rating(user=1095, product=1062, rating=8.375287390045706e-32)
Rating(user=1078, product=1114, rating=6.255649501743529e-33)
Rating(user=662, product=1114, rating=1.193519389783299e-32)
Rating(user=344, product=1110, rating=8.739103608886278e-33)
Rating(user=596, product=1110, rating=4.945105349383054e-32)
Rating(user=510, product=1110, rating=1.2584409922765999e-34)
Rating(user=849, product=1263, rating=9.701963197805829e-33)
Rating(user=397, product=1263, rating=1.0735946356335682e-31)
Rating(user=1094, product=1263, rating=8.146771125630587e-33)
Rating(user=1076, product=1223, rating=8.58538000001337e-33)
Rating(user=509, product=1223, rating=8.517731190963033e-33)
Rating(user=143, product=1223, rating=4.381693205956225e-33)
Rating(user=304, product=1407, rating=1.415993492261633e-32)
Rating(user=618, product=1407, rating=1.0911314643828734e-31)
Rating(user=344, product=1051, rating=2.9217565313652557e-32)
Rating(user=128, product=1051, rating=1.8324552851367679e-31)
Rating(user=468, product=1051, rating=2.1414290109325296e-32)
Rating(user=842, product=1051, rating=2.6962228727600775e-32)
Rating(user=698, product=1051, rating=8.760629203942021e-33)
Rating(user=218, product=1051, rating=6.994955518639645e-33)
Rating(user=358, product=1051, rating=3.7240487445834757e-32)
Rating(user=364, product=1451, rating=1.4665193021852102e-31)
Rating(user=438, product=1451, rating=4.1325954716533546e-32)
Rating(user=714, product=1451, rating=1.0139345830713549e-31)
Rating(user=846, product=1127, rating=9.106695987559316e-33)
Rating(user=173, product=1239, rating=4.625085467272306e-33)
Rating(user=1098, product=1239, rating=3.9118918668898505e-33)
Rating(user=212, product=1395, rating=2.4119225991239307e-31)
Rating(user=456, product=1395, rating=4.4238178477640465e-33)
Rating(user=1058, product=1395, rating=1.036156548437482e-31)
Rating(user=714, product=1395, rating=2.4105424672835248e-32)
Rating(user=924, product=1275, rating=3.741685338238324e-32)
Rating(user=364, product=1275, rating=1.9562420736377495e-32)
Rating(user=724, product=1275, rating=6.278020350018677e-33)
Rating(user=861, product=1275, rating=4.106243452717055e-32)
Rating(user=926, product=1275, rating=3.444360342224233e-32)
Rating(user=766, product=1275, rating=1.3184969993565356e-32)
Rating(user=354, product=1275, rating=5.582307757942398e-33)
Rating(user=1031, product=1275, rating=3.0741404683827635e-32)
Rating(user=871, product=1275, rating=2.018110219692134e-32)
Rating(user=328, product=1195, rating=1.3437336907163318e-32)
Rating(user=648, product=1195, rating=5.899736158194507e-33)
Rating(user=116, product=1195, rating=2.398999665835371e-31)
Rating(user=240, product=1195, rating=2.2731278260236451e-32)
Rating(user=633, product=1195, rating=1.1709444410204258e-32)
Rating(user=186, product=1195, rating=2.8236048759336494e-32)
Rating(user=150, product=1195, rating=1.1144228718605637e-31)
Rating(user=594, product=1195, rating=2.0557029989734953e-32)
Rating(user=347, product=1195, rating=4.6133529415735047e-32)
Rating(user=511, product=1195, rating=6.792453855234384e-32)
Rating(user=952, product=1087, rating=1.3868857993373558e-32)
Rating(user=652, product=1479, rating=2.185000357632353e-32)
Rating(user=762, product=1479, rating=2.7212548597247186e-32)
Rating(user=886, product=1479, rating=2.7162902650976764e-32)
Rating(user=564, product=1231, rating=2.73185828069929e-33)
Rating(user=900, product=1231, rating=6.504413283459466e-33)
Rating(user=1006, product=1231, rating=5.393474675182044e-33)
Rating(user=1063, product=1231, rating=6.953575896358222e-33)
Rating(user=1084, product=1359, rating=3.223982924572426e-34)
Rating(user=968, product=1359, rating=1.4605501104151434e-34)
Rating(user=1065, product=1359, rating=5.232231215437586e-34)
Rating(user=354, product=1359, rating=3.4541152165526963e-34)
Rating(user=1022, product=1359, rating=3.25745675815911e-33)
Rating(user=538, product=1359, rating=1.411101173616172e-33)
Rating(user=358, product=1359, rating=6.52932775376022e-34)
end predictions
(108, 1206, 4.0)
(114, 1402, 4.0)
(188, 1298, 3.0)
(191, 1338, 1.0)
(192, 1216, 4.0)
(194, 1458, 5.0)
(198, 1101, 3.0)
(200, 1493, 4.0)
(204, 1238, 3.0)
(204, 1157, 3.0)
(206, 1433, 5.0)
(212, 1395, 4.0)
(214, 1275, 3.0)
(218, 1051, 4.0)
(226, 1280, 3.0)
(227, 1433, 5.0)
(232, 1275, 3.0)
(234, 1274, 3.0)
(236, 1253, 3.0)
(238, 1413, 4.0)
(239, 1308, 3.0)
(240, 1195, 4.0)
(241, 1016, 2.0)
(242, 1396, 4.0)
(248, 1146, 2.0)
(255, 1342, 1.0)
(258, 1004, 1.0)
(260, 1451, 5.0)
(260, 1298, 3.0)
(263, 1051, 4.0)
(267, 1133, 3.0)
(268, 1105, 3.0)
(270, 1332, 1.0)
(274, 1420, 4.0)
(116, 1195, 4.0)
(125, 1428, 5.0)
(126, 1420, 4.0)
(128, 1051, 3.0)
(278, 1288, 3.0)
(280, 1444, 5.0)
(280, 1378, 4.0)
(284, 1161, 3.0)
(298, 1332, 1.0)
(300, 1275, 3.0)
(302, 1108, 3.0)
(304, 1407, 4.0)
(307, 1437, 5.0)
(310, 1216, 4.0)
(316, 1496, 5.0)
(319, 1110, 3.0)
(320, 1298, 3.0)
(322, 1004, 1.0)
(324, 1493, 2.0)
(325, 1132, 4.0)
(328, 1195, 4.0)
(329, 1493, 3.0)
(330, 1101, 3.0)
(330, 1420, 4.0)
(332, 1141, 1.0)
(339, 1444, 5.0)
(341, 1288, 3.0)
(344, 1051, 2.0)
(344, 1110, 3.0)
(347, 1195, 4.0)
(354, 1275, 3.0)
(354, 1359, 1.0)
(356, 1216, 4.0)
(357, 1212, 4.0)
(358, 1051, 1.0)
(358, 1359, 1.0)
(359, 1288, 3.0)
(360, 1051, 4.0)
(360, 1275, 3.0)
(364, 1451, 5.0)
(364, 1275, 3.0)
(375, 1129, 3.0)
(378, 1133, 3.0)
(380, 1101, 3.0)
(392, 1332, 1.0)
(394, 1338, 1.0)
(396, 1105, 3.0)
(397, 1263, 3.0)
(401, 1453, 5.0)
(408, 1148, 1.0)
(414, 1332, 1.0)
(414, 1256, 3.0)
(418, 1437, 5.0)
(419, 1470, 3.0)
(422, 1206, 4.0)
(425, 1441, 5.0)
(428, 1238, 3.0)
(430, 1245, 3.0)
(436, 1105, 3.0)
(436, 1280, 3.0)
(438, 1451, 5.0)
(439, 1298, 3.0)
(440, 1050, 5.0)
(447, 1332, 1.0)
(453, 1105, 3.0)
(454, 1359, 1.0)
(456, 1395, 4.0)
(468, 1051, 4.0)
(130, 1437, 5.0)
(132, 1133, 3.0)
(132, 1420, 4.0)
(134, 1253, 3.0)
(137, 1141, 1.0)
(140, 1054, 3.0)
(141, 1446, 5.0)
(143, 1223, 3.0)
(469, 1332, 1.0)
(470, 1470, 3.0)
(474, 1493, 1.0)
(478, 1132, 3.0)
(482, 1245, 3.0)
(482, 1141, 3.0)
(485, 1051, 5.0)
(488, 1050, 4.0)
(488, 1054, 1.0)
(492, 1378, 4.0)
(492, 1217, 4.0)
(493, 1274, 3.0)
(494, 1338, 1.0)
(498, 1110, 3.0)
(498, 1016, 5.0)
(498, 1132, 4.0)
(499, 1129, 1.0)
(500, 1194, 4.0)
(502, 1127, 4.0)
(502, 1396, 4.0)
(503, 1054, 5.0)
(504, 1493, 1.0)
(504, 1441, 5.0)
(505, 1134, 4.0)
(506, 1146, 5.0)
(508, 1133, 2.0)
(509, 1223, 3.0)
(510, 1110, 3.0)
(511, 1195, 4.0)
(512, 1108, 3.0)
(514, 1132, 1.0)
(514, 1256, 3.0)
(516, 1217, 4.0)
(516, 1280, 3.0)
(517, 1253, 3.0)
(518, 1051, 2.0)
(519, 1342, 1.0)
(528, 1245, 3.0)
(528, 1129, 3.0)
(529, 1453, 5.0)
(530, 1231, 3.0)
(533, 1446, 5.0)
(538, 1359, 1.0)
(542, 1062, 5.0)
(542, 1460, 5.0)
(546, 1256, 3.0)
(546, 1338, 1.0)
(553, 1433, 5.0)
(558, 1217, 4.0)
(559, 1256, 3.0)
(564, 1231, 3.0)
(565, 1332, 1.0)
(566, 1134, 5.0)
(570, 1146, 4.0)
(570, 1194, 4.0)
(574, 1141, 4.0)
(575, 1458, 5.0)
(580, 1298, 3.0)
(582, 1101, 3.0)
(584, 1428, 5.0)
(587, 1253, 3.0)
(589, 1446, 5.0)
(590, 1087, 3.0)
(590, 1437, 5.0)
(593, 1238, 3.0)
(594, 1195, 4.0)
(595, 1493, 2.0)
(596, 1110, 3.0)
(596, 1256, 3.0)
(602, 1308, 5.0)
(610, 1127, 1.0)
(612, 1444, 5.0)
(613, 1195, 4.0)
(617, 1395, 4.0)
(618, 1407, 4.0)
(618, 1470, 1.0)
(620, 1132, 4.0)
(622, 1413, 4.0)
(626, 1460, 5.0)
(626, 1194, 4.0)
(628, 1413, 4.0)
(628, 1332, 1.0)
(631, 1256, 3.0)
(633, 1195, 4.0)
(638, 1493, 3.0)
(640, 1238, 3.0)
(640, 1238, 3.0)
(641, 1051, 4.0)
(642, 1134, 5.0)
(643, 1453, 5.0)
(643, 1253, 3.0)
(644, 1206, 4.0)
(645, 1217, 4.0)
(648, 1195, 4.0)
(649, 1453, 5.0)
(652, 1396, 4.0)
(652, 1479, 1.0)
(654, 1194, 4.0)
(656, 1108, 3.0)
(656, 1458, 5.0)
(662, 1114, 3.0)
(672, 1441, 5.0)
(674, 1444, 5.0)
(674, 1062, 5.0)
(679, 1493, 5.0)
(684, 1133, 4.0)
(687, 1444, 5.0)
(688, 1101, 3.0)
(690, 1378, 4.0)
(692, 1206, 4.0)
(693, 1274, 3.0)
(695, 1470, 1.0)
(697, 1148, 4.0)
(698, 1051, 5.0)
(699, 1148, 3.0)
(707, 1332, 1.0)
(708, 1458, 5.0)
(712, 1378, 4.0)
(714, 1493, 5.0)
(714, 1395, 4.0)
(714, 1451, 5.0)
(717, 1413, 4.0)
(722, 1194, 4.0)
(724, 1275, 3.0)
(727, 1256, 3.0)
(728, 1062, 2.0)
(728, 1146, 1.0)
(732, 1441, 5.0)
(105, 1114, 3.0)
(144, 1338, 1.0)
(150, 1195, 4.0)
(152, 1288, 3.0)
(154, 1359, 1.0)
(155, 1132, 1.0)
(156, 1274, 3.0)
(159, 1444, 5.0)
(160, 1161, 3.0)
(167, 1444, 5.0)
(172, 1050, 1.0)
(173, 1239, 3.0)
(178, 1110, 3.0)
(179, 1263, 3.0)
(180, 1441, 5.0)
(180, 1253, 3.0)
(186, 1195, 4.0)
(734, 1493, 2.0)
(735, 1132, 1.0)
(736, 1493, 4.0)
(738, 1194, 4.0)
(747, 1441, 5.0)
(747, 1470, 5.0)
(749, 1437, 5.0)
(750, 1148, 3.0)
(750, 1206, 4.0)
(752, 1420, 4.0)
(756, 1446, 5.0)
(760, 1274, 3.0)
(762, 1402, 4.0)
(762, 1479, 4.0)
(766, 1444, 5.0)
(766, 1275, 3.0)
(776, 1133, 1.0)
(776, 1402, 4.0)
(776, 1110, 3.0)
(782, 1280, 3.0)
(787, 1460, 5.0)
(794, 1238, 3.0)
(796, 1194, 4.0)
(800, 1359, 1.0)
(801, 1146, 2.0)
(802, 1054, 2.0)
(812, 1342, 1.0)
(815, 1437, 5.0)
(815, 1496, 5.0)
(817, 1141, 4.0)
(817, 1496, 3.0)
(822, 1493, 2.0)
(828, 1332, 1.0)
(833, 1129, 2.0)
(839, 1420, 4.0)
(842, 1413, 4.0)
(842, 1051, 5.0)
(846, 1127, 2.0)
(846, 1428, 5.0)
(847, 1275, 3.0)
(849, 1263, 3.0)
(853, 1127, 3.0)
(854, 1453, 5.0)
(861, 1275, 3.0)
(864, 1274, 3.0)
(870, 1288, 3.0)
(871, 1275, 3.0)
(880, 1096, 3.0)
(885, 1101, 3.0)
(886, 1479, 5.0)
(892, 1453, 5.0)
(894, 1308, 2.0)
(900, 1231, 3.0)
(910, 1470, 4.0)
(912, 1359, 1.0)
(914, 1460, 5.0)
(918, 1105, 3.0)
(924, 1141, 3.0)
(924, 1275, 3.0)
(926, 1275, 3.0)
(928, 1298, 3.0)
(934, 1308, 2.0)
(935, 1212, 4.0)
(940, 1134, 1.0)
(940, 1441, 5.0)
(944, 1460, 5.0)
(946, 1446, 5.0)
(948, 1433, 5.0)
(950, 1157, 3.0)
(952, 1087, 3.0)
(957, 1437, 5.0)
(963, 1359, 1.0)
(964, 1148, 1.0)
(968, 1359, 1.0)
(970, 1105, 3.0)
(970, 1458, 5.0)
(974, 1105, 3.0)
(974, 1338, 1.0)
(976, 1338, 1.0)
(977, 1441, 5.0)
(980, 1016, 4.0)
(986, 1332, 1.0)
(987, 1444, 5.0)
(990, 1288, 3.0)
(990, 1444, 5.0)
(991, 1216, 4.0)
(992, 1239, 3.0)
(994, 1194, 4.0)
(998, 1470, 5.0)
(1001, 1141, 5.0)
(1006, 1157, 3.0)
(1006, 1231, 3.0)
(1006, 1338, 1.0)
(1009, 1493, 2.0)
(1010, 1444, 5.0)
(1015, 1359, 1.0)
(1017, 1096, 3.0)
(1021, 1479, 3.0)
(1022, 1496, 3.0)
(1022, 1359, 1.0)
(1026, 1453, 5.0)
(1027, 1148, 4.0)
(1029, 1129, 3.0)
(1031, 1275, 3.0)
(1032, 1054, 3.0)
(1033, 1359, 1.0)
(1038, 1453, 5.0)
(1048, 1051, 3.0)
(1049, 1216, 4.0)
(1054, 1433, 5.0)
(1058, 1395, 4.0)
(1060, 1446, 5.0)
(1062, 1395, 4.0)
(1063, 1231, 3.0)
(1063, 1194, 4.0)
(1064, 1274, 3.0)
(1065, 1359, 1.0)
(1065, 1054, 4.0)
(1066, 1004, 1.0)
(1069, 1253, 3.0)
(1076, 1223, 3.0)
(1077, 1157, 3.0)
(1078, 1114, 3.0)
(1080, 1263, 3.0)
(1084, 1359, 1.0)
(1086, 1413, 4.0)
(1089, 1298, 3.0)
(1090, 1133, 3.0)
